Key,en,es,ar
Your KYC information is submited. Please wait for admin confirmation. When you are KYC verified you will show your submited information here.,Your KYC information is submited. Please wait for admin confirmation. When you are KYC verified you will show your submited information here.,"Se envía su información de KYC. Espere la confirmación del administrador. Cuando esté verificado KYC, mostrará su información enviada aquí.",معلومات KYC الخاصة بك هي وضعت. يرجى انتظار تأكيد المسؤول. عندما يتم التحقق من KYC ، ستعرض معلوماتك المأهولة هنا.
Your KYC information is verified,Your KYC information is verified,Su información de KYC está verificada,تم التحقق من معلومات KYC الخاصة بك
Your KYC information is rejected.,Your KYC information is rejected.,Su información de KYC es rechazada.,تم رفض معلومات KYC الخاصة بك.
Verify KYC,Verify KYC,Verificar KYC,تحقق من KYC
Edit Screen,Edit Screen,Pantalla de edición,تحرير الشاشة
The image field is required.,The image field is required.,Se requiere el campo de la imagen.,حقل الصورة مطلوب.
Onboard Screen Added Successfully!,Onboard Screen Added Successfully!,¡Pantalla a bordo agregada con éxito!,أضافت الشاشة على متن الطائرة بنجاح!
Onboard screen not found!,Onboard screen not found!,¡Pantalla a bordo no encontrada!,على متن الشاشة غير موجودة!
Onboard screen status updated successfully!,Onboard screen status updated successfully!,Estado de la pantalla a bordo actualizado correctamente!,تم تحديث حالة الشاشة على متن الطائرة بنجاح!
Onboard screen information updated successfully!,Onboard screen information updated successfully!,Información de pantalla a bordo actualizada correctamente!,تم تحديث معلومات الشاشة على متن الطائرة بنجاح!
Screen deleted successfully!,Screen deleted successfully!,¡Pantalla eliminada con éxito!,تم حذف الشاشة بنجاح!
There is no default language in your system. System will automatically select English as a default language.,There is no default language in your system. System will automatically select English as a default language.,No hay lenguaje predeterminado en su sistema. El sistema seleccionará automáticamente el inglés como idioma predeterminado.,لا توجد لغة افتراضية في نظامك. سيقوم النظام تلقائيًا بتحديد اللغة الإنجليزية كلغة افتراضية.
Add Language,Add Language,Agregar lenguaje,إضافة لغة
Language Manager,Language Manager,Administrador de idiomas,مدير اللغة
Selectable,Selectable,Seleccionable,يمكن اختياره
Import,Import,Importar,يستورد
Language Name,Language Name,Nombre del lenguaje,اسم اللغة
Language Code,Language Code,Código de lenguaje,رمز اللغة
Direction,Direction,Dirección,اتجاه
LTR,LTR,LTR,LTR
RTL,RTL,RTL,RTL
Language created successfully!,Language created successfully!,¡Lenguaje creado con éxito!,اللغة التي تم إنشاؤها بنجاح!
Edit Language,Edit Language,Editar lenguaje,تحرير اللغة
Language Information,Language Information,Información del idioma,معلومات اللغة
Language status updated successfully!,Language status updated successfully!,Estado del idioma actualizado con éxito!,تم تحديث حالة اللغة بنجاح!
Please deselect your default language first.,Please deselect your default language first.,"Por favor, anule la selección de su idioma predeterminado.",يرجى إلغاء تحديد لغتك الافتراضية أولاً.
Language deleted successfully!,Language deleted successfully!,Lenguaje eliminado con éxito!,تم حذف اللغة بنجاح!
Language updated successfully!,Language updated successfully!,¡Lenguaje actualizado con éxito!,تم تحديث اللغة بنجاح!
Opps! Language not found!,Opps! Language not found!,¡Opps! ¡Lenguaje no encontrado!,أوس! اللغة لم يتم العثور عليها!
File does not exists.,File does not exists.,El archivo no existe.,الملف لا يوجد.
Language Keywords of English,Language Keywords of English,Palabras clave del idioma del inglés,الكلمات الرئيسية للغة للغة الإنجليزية
Email Send Method,Email Send Method,Método de envío de correo electrónico,طريقة إرسال البريد الإلكتروني
Send Mail,Send Mail,Enviar correo,ارسل بريد
Host,Host,Anfitrión,يستضيف
Port,Port,Puerto,ميناء
Excryption,Excryption,Excryción,excryption
SSL,SSL,Ssl,SSL
TLS,TLS,TLS,TLS
Send Test Mail,Send Test Mail,Enviar correo de prueba,إرسال بريد الاختبار
Information updated successfully!,Information updated successfully!,Información actualizada con éxito!,تم تحديث المعلومات بنجاح!
Email send successfully!,Email send successfully!,¡Envíe el correo electrónico con éxito!,إرسال البريد الإلكتروني بنجاح!
The method field is required.,The method field is required.,Se requiere el campo de método.,حقل الطريقة مطلوب.
The host field is required.,The host field is required.,Se requiere el campo de host.,حقل المضيف مطلوب.
The port field is required.,The port field is required.,Se requiere el campo portuario.,حقل المنفذ مطلوب.
The encryption field is required.,The encryption field is required.,Se requiere el campo de cifrado.,حقل التشفير مطلوب.
The username field is required.,The username field is required.,Se requiere el campo de nombre de usuario.,حقل اسم المستخدم مطلوب.
Deactive,Deactive,Desactivo,إلهي
Setup KYC,Setup KYC,Configurar KYC,إعداد KYC
KYC Data Form,KYC Data Form,Formulario de datos de KYC,نموذج بيانات KYC
"ex: jpg, png, pdf","ex: jpg, png, pdf","Ej: JPG, PNG, PDF",على سبيل المثال: JPG ، PNG ، PDF
Options,Options,Opción,خيارات
KYC status updated successfully!,KYC status updated successfully!,Estado de KYC actualizado con éxito!,تم تحديث حالة KYC بنجاح!
Button Image,Button Image,Imagen de botón,زر الصورة
Section Title,Section Title,Sección de título,عنوان القسم
Heading,Heading,Título,عنوان
For Separate Heading color use '|' sing to divide,For Separate Heading color use '|' sing to divide,Para el uso de color de encabezado separado '|' cantar para dividir,لاستخدام لون العنوان المنفصل '|' الغناء للتقسيم
Sub Heading,Sub Heading,Subtítulos,العنوان الفرعي
Button Name,Button Name,Nombre del botón,اسم الزر
Button Link,Button Link,Enlace de botón,رابط زر
Section updated successfully!,Section updated successfully!,Sección actualizada con éxito!,تم تحديث القسم بنجاح!
For color use '[]',For color use '[]',Para el uso del color '[]',لاستخدام اللون '[]'
Add New Security,Add New Security,Agregar nueva seguridad,أضف أمنًا جديدًا
Icon,Icon,Icono,أيقونة
Edit Security Item,Edit Security Item,Editar elemento de seguridad,تحرير عنصر الأمان
Section item added successfully!,Section item added successfully!,¡Artículo de sección agregado con éxito!,تم إضافة عنصر القسم بنجاح!
Section item deleted successfully!,Section item deleted successfully!,Sección Artículo eliminado con éxito!,تم حذف عنصر القسم بنجاح!
Section item status updated successfully!,Section item status updated successfully!,Estado del elemento de sección actualizado correctamente!,تم تحديث حالة عنصر القسم بنجاح!
Items not found or invalid!,Items not found or invalid!,¡Artículos no encontrados o inválidos!,العناصر غير موجودة أو غير صالحة!
Add Step,Add Step,Agregar paso,أضف خطوة
Add Item,Add Item,Añadir artículo,اضافة عنصر
Section item updated successfully!,Section item updated successfully!,¡Sección Artículo actualizado con éxito!,تم تحديث عنصر القسم بنجاح!
Link,Link,Enlace,وصلة
Counter Value,Counter Value,Valor del contador,قيمة العداد
Add Statistic,Add Statistic,Agregar estadística,أضف الإحصاء
Social Links,Social Links,vínculos sociales,روابط اجتماعية
Question,Question,Pregunta,سؤال
Answer,Answer,Respuesta,إجابة
Add Service,Add Service,Agregar servicio,أضف الخدمة
Edit Service,Edit Service,Editar servicio,تحرير الخدمة
Add New Faq,Add New Faq,Agregar nuevas preguntas frecuentes,أضف الأسئلة الشائعة الجديدة
Edit Solution,Edit Solution,Solución de edición,تحرير الحل
Web blog Dashboard,Web blog Dashboard,Tablero de blogs web,لوحة معلومات مدونة الويب
Add Category,Add Category,añadir categoría,إضافة فئة
Add New Blog,Add New Blog,Agregar nuevo blog,أضف مدونة جديدة
Total Category,Total Category,Categoría total,إجمالي الفئة
Active Category,Active Category,Categoría activa,فئة نشطة
Active Blogs,Active Blogs,Blogs activos,المدونات النشطة
Deactive Blogs,Deactive Blogs,Blogs desactivos,مدونات إلهي
this blog?,this blog?,este blog?,هذه المدونة؟
this item?,this item?,¿éste ítem?,هذه الماده؟
Edit Item,Edit Item,Elemento de edición,تعديل عنصر
Add FAQ,Add FAQ,Agregar preguntas frecuentes,إضافة الأسئلة الشائعة
Web Blog Section,Web Blog Section,Sección de blogs web,قسم مدونة الويب
New Blog Create,New Blog Create,Nuevo blog crea,مدونة جديدة إنشاء
Add Tags,Add Tags,Agregar etiquetas,اضف اشارة
Blog Edit Page,Blog Edit Page,Página de edición de blog,صفحة تحرير المدونة
Blog Categories,Blog Categories,Categorías de blogs,فئات المدونة
Add Blog Category,Add Blog Category,Añadir categoría de blog,أضف فئة المدونة
Edit Blog Category,Edit Blog Category,Editar categoría de blog,تحرير فئة المدونة
Category added successfully.,Category added successfully.,Categoría agregada con éxito.,وأضاف الفئة بنجاح.
Category status updated successfully!,Category status updated successfully!,Estado de categoría actualizado con éxito!,تحديث حالة الفئة بنجاح!
Blog Category Updated Successfully.,Blog Category Updated Successfully.,Categoría de blog actualizada con éxito.,تم تحديث فئة المدونة بنجاح.
Category successfully deleted.,Category successfully deleted.,Categoría eliminada con éxito.,تم حذف الفئة بنجاح.
Blog deleted successfully!,Blog deleted successfully!,¡Blog eliminado con éxito!,تم حذف المدونة بنجاح!
Blog Data Updated Successfully.,Blog Data Updated Successfully.,Datos de blog actualizados con éxito.,تم تحديث بيانات الفكرة بنجاح.
Blog status updated successfully!,Blog status updated successfully!,Estado del blog actualizado con éxito!,تم تحديث حالة المدونة بنجاح!
Blog created successfully!,Blog created successfully!,Blog creado con éxito!,تم إنشاء المدونة بنجاح!
Select Category,Select Category,selecciona una categoría,اختر الفئة
this category?,this category?,esta categoría?,هذه الفئة؟
Page Name,Page Name,Nombre de la página,اسم الصفحة
Setup Page status updated successfully!,Setup Page status updated successfully!,Estado de la página de configuración actualizado correctamente!,تم تحديث حالة صفحة الإعداد بنجاح!
Instructions,Instructions,Instrucciones,تعليمات
Update Extension,Update Extension,Extensión de actualización,تمديد تحديث
Add Link,Add Link,Añadir enlace,إضافة رابط
Slug,Slug,Babosa,سبيكة
Content,Content,Contenido,محتوى
Use for make page link (URL),Use for make page link (URL),Usar para hacer el enlace de página (URL),استخدم لجعل رابط الصفحة (URL)
Are you sure to delete this link?,Are you sure to delete this link?,¿Estás seguro de eliminar este enlace?,هل أنت متأكد من حذف هذا الرابط؟
Useful link added successfully!,Useful link added successfully!,Enlace útil agregado con éxito!,رابط مفيد أضيفت بنجاح!
Edit Usefull Link,Edit Usefull Link,Editar enlace útil,تحرير رابط مفيد
Useful link updated successfully!,Useful link updated successfully!,Enlace útil actualizado con éxito!,رابط مفيد تم تحديثه بنجاح!
Useful link deleted successfully!,Useful link deleted successfully!,Enlace útil eliminado con éxito!,رابط مفيد تم حذفه بنجاح!
Useful link status updated successfully!,Useful link status updated successfully!,Estado útil del enlace actualizado correctamente!,تم تحديث حالة الرابط المفيدة بنجاح!
Website Subscribers,Website Subscribers,Suscriptores del sitio web,مشتركي الموقع
Send Mail to All,Send Mail to All,Enviar correo a todos,أرسل البريد إلى الجميع
Send mail to all subscribers,Send mail to all subscribers,Enviar correo a todos los suscriptores,أرسل بريدًا إلى جميع المشتركين
Reply sended successfully!,Reply sended successfully!,¡Respuesta enviada con éxito!,رد أرسل بنجاح!
Automatic Payment Method,Automatic Payment Method,Método de pago automático,طريقة الدفع التلقائي
Gateway,Gateway,Puerta,بوابة
Supported Currency,Supported Currency,Moneda compatible,العملة المدعومة
Enabled Currency,Enabled Currency,Moneda habilitada,عملة ممكّنة
Gateway Image,Gateway Image,Imagen de puerta de enlace,بوابة صورة
Add Automatic Gateway,Add Automatic Gateway,Agregar puerta de enlace automática,إضافة بوابة تلقائية
Gateway Name,Gateway Name,Nombre de la puerta de enlace,اسم البوابة
Gateway Title,Gateway Title,Título de puerta de enlace,عنوان البوابة
Supported Currencies,Supported Currencies,Monedas compatibles,العملات المدعومة
Genarate Fields,Genarate Fields,Campos de genarato,حقول الجينارات
Value,Value,Valor,قيمة
Update Gateway,Update Gateway,Actualización de la puerta de enlace,تحديث بوابة
Crypto,Crypto,Cripto,تشفير
Gateway Environment,Gateway Environment,Entorno de puerta de enlace,بيئة بوابة
Production,Production,Producción,إنتاج
Sandbox,Sandbox,Salvadera,صندوق الرمل
Crypto Assets,Crypto Assets,Activos criptográficos,أصول التشفير
Global Setting for,Global Setting for,Escenario global para,الإعداد العالمي ل
in bellow,in bellow,a la derecha,في دار العالي
Total Supported Currency,Total Supported Currency,Moneda total compatible,إجمالي العملة المدعومة
Amount Limit,Amount Limit,Límite de cantidad,حد المبلغ
Minimum,Minimum,Mínimo,الحد الأدنى
Maximum,Maximum,Máximo,أقصى
Charge,Charge,Cargar,تكلفة
Fixed,Fixed,Fijado,مُثَبَّت
Percent,Percent,Por ciento,نسبه مئويه
The gateway name has already been taken.,The gateway name has already been taken.,El nombre de la puerta de entrada ya ha sido tomado.,تم بالفعل أخذ اسم البوابة.
Payment gateway added successfully!,Payment gateway added successfully!,¡PAGO GIERTWAY agregado con éxito!,وأضاف بوابة الدفع بنجاح!
Payment gateway status updated successfully!,Payment gateway status updated successfully!,Estado de la pasarela de pago actualizado correctamente!,تم تحديث حالة بوابة الدفع بنجاح!
Image upload failed! Please try again.,Image upload failed! Please try again.,¡Falló la carga de imagen! Inténtalo de nuevo.,فشل تحميل الصورة! حاول مرة اخرى.
Payment gateway updated successfully!,Payment gateway updated successfully!,¡Pase de pasar por la pasarela actualizada con éxito!,تم تحديث بوابة الدفع بنجاح!
Payment gateway deleted successfully!,Payment gateway deleted successfully!,¡Pague pasarela eliminada con éxito!,تم حذف بوابة الدفع بنجاح!
Manual Payment Method,Manual Payment Method,Método de pago manual,طريقة الدفع اليدوي
Currency Code,Currency Code,Código de moneda,رمز العملة
Currency Symbol,Currency Symbol,Símbolo de moneda,رمز العملة
ex: Paypal,ex: Paypal,Ej: PayPal,على سبيل المثال: PayPal
ex: United State Dollar,ex: United State Dollar,Ej: dólar estatal unido,على سبيل المثال: United State Dollar
ex: USD,ex: USD,Ej: USD,على سبيل المثال: USD
ex: $,ex: $,Ej: $,على سبيل المثال: $
Manual Payment Method Edit,Manual Payment Method Edit,Método de pago manual editar,تحرير طريقة الدفع اليدوي
Manual Payment Method Create,Manual Payment Method Create,Método de pago manual Crear,طريقة الدفع اليدوي
Money Out Add,Money Out Add,Dinero fuera agregado,أموال إضافة
Money Out Edit,Money Out Edit,Dinero fuera editar,المال خارج تحرير
Browser Push Notification Configuration,Browser Push Notification Configuration,Configuración de notificación de push del navegador,تكوين إشعار دفع المتصفح
Method,Method,Método,طريقة
Select Method,Select Method,Seleccionar método,حدد الطريقة
Primary key,Primary key,Clave primaria,المفتاح الأساسي
Instance ID,Instance ID,ID de instancia,معرف مثيل
Broadcasting/ Internal Notification Configuration,Broadcasting/ Internal Notification Configuration,Configuración de transmisión/ notificación interna,تكوين الإذاعة/ الإخطار الداخلي
Cluster,Cluster,Grupo,تَجَمَّع
Secret key,Secret key,Llave secreta,المفتاح السري
APP ID,APP ID,ID de aplicación,معرف التطبيق
Body,Body,Cuerpo,جسم
Time,Time,Tiempo,وقت
Latest Notifications,Latest Notifications,Últimas notificaciones,أحدث الإخطارات
Notification Body,Notification Body,Notificación Cuerpo,هيئة الإخطار
Sorry! You have to configure first to send push notification.,Sorry! You have to configure first to send push notification.,¡Lo siento! Debe configurar primero para enviar una notificación push.,آسف! يجب عليك تكوين أولاً لإرسال إشعار الدفع.
Opps! Failed to store information.,Opps! Failed to store information.,¡Opps! No pudo almacenar información.,أوس! فشل في تخزين المعلومات.
Notification sended successfully!,Notification sended successfully!,¡Notificación enviada con éxito!,أرسل الإخطار بنجاح!
Push notification configuration updated successfully!,Push notification configuration updated successfully!,¡Push Notification Configuration actualizada con éxito!,دفع تكوين إشعار تم تحديثه بنجاح!
Policy Link,Policy Link,Enlace de política,رابط السياسة
Cookie information updated successfully!,Cookie information updated successfully!,¡Información de cookies actualizada con éxito!,تم تحديث معلومات ملفات تعريف الارتباط بنجاح!
App Name,App Name,Nombre de la aplicación,اسم التطبيق
App Environment,App Environment,Entorno de aplicaciones,بيئة التطبيق
App Debug,App Debug,Depurar la aplicación,تصحيح التطبيق
App Mode,App Mode,Modo de aplicación,وضع التطبيق
Database Connection,Database Connection,Conexión de base de datos,اتصال قاعدة البيانات
Database Host,Database Host,Host de base de datos,مضيف قاعدة البيانات
Database Port,Database Port,Puerto de base de datos,منفذ قاعدة البيانات
Database Name,Database Name,Nombre de la base de datos,اسم قاعدة البيانات
Database Username,Database Username,Nombre de usuario de la base de datos,قاعدة بيانات قاعدة البيانات
PHP Version,PHP Version,Versión php,إصدار PHP
Laravel Version,Laravel Version,Versión de Laravel,نسخة لارافيل
Server Software,Server Software,Software de servidor,برنامج الخادم
Server IP Address,Server IP Address,Dirección IP del servidor,عنوان IP الخادم
Server Protocol,Server Protocol,Protocolo de servidor,بروتوكول الخادم
Version,Version,Versión,إصدار
"Cache Clear Successfully!","Cache Clear Successfully!","¡Cache, claro con éxito!","ذاكرة التخزين المؤقت واضح بنجاح!"
"Language switch successfully!","Language switch successfully!","¡Cambio de idioma con éxito!","تبديل اللغة بنجاح!"
No new notification found!,No new notification found!,¡No se encontró una nueva notificación!,لم يتم العثور على إشعار جديد!
Password Change,Password Change,Cambio de contraseña,تغيير كلمة السر
Language,Language,Idioma,لغة
English,English,Inglés,إنجليزي
Dark Mode,Dark Mode,Modo oscuro,الوضع المظلم
Light Mode,Light Mode,Modo de luz,وضع الضوء
RTL Support,RTL Support,Soporte RTL,دعم RTL
Categories,Categories,Categorías,فئات
Recent Posts,Recent Posts,Mensajes recientes,المشاركات الاخيرة
Category,Category,Categoría,فئة
Select Language,Select Language,Seleccione el idioma,اختار اللغة
"Language File (.xlsx, .csv)","Language File (.xlsx, .csv)","Archivo de idioma (.xlsx, .csv)",ملف اللغة (.xlsx ، .csv)
Mail From Address,Mail From Address,Correo desde la dirección,البريد من العنوان
Min Sidebar Color,Min Sidebar Color,Min Color de la barra lateral,لون الشريط الجانبي
Sidebar Color,Sidebar Color,Color de la barra lateral,لون الشريط الجانبي
Topbar Color,Topbar Color,Color topbar,لون الشريط
Layout Mode,Layout Mode,Modo de diseño,وضع التصميم
Total Buy Crypto Transactions,Total Buy Crypto Transactions,Total de compra de transacciones criptográficas,إجمالي شراء معاملات التشفير
Convert Amount,Convert Amount,Convierta la cantidad,تحويل المبلغ
You cannot exchange crypto using the same wallet,You cannot exchange crypto using the same wallet,No puedes intercambiar cripto usando la misma billetera,لا يمكنك تبادل التشفير باستخدام نفس المحفظة
Basic Settings Data Fetch Successfully.,Basic Settings Data Fetch Successfully.,Configuración básica Los datos obtienen éxito.,إعدادات الإعدادات الأساسية جلب بنجاح.
Language data fetch successfully!,Language data fetch successfully!,¡Los datos del idioma obtienen con éxito!,جلب بيانات اللغة بنجاح!
Notification Data Fetch Successfuly.,Notification Data Fetch Successfuly.,Los datos de notificación obtienen éxito.,بيانات الإخطار جلبت ناجحة.
Country List Fetch Successfully!,Country List Fetch Successfully!,"¡Lista de país, obtenga con éxito!",القائمة الريفية جلب بنجاح!
Active Ticket,Active Ticket,Boleto activo,تذكرة نشطة
Solved Ticket,Solved Ticket,Boleto resuelto,تذكرة حل
Pending Ticket,Pending Ticket,Boleto pendiente,تذكرة معلقة
All Ticket,All Ticket,Todo el boleto,كل التذاكر
Outside Address already exists in selected currency and network!,Outside Address already exists in selected currency and network!,¡Ya existe una dirección exterior en moneda y red seleccionadas!,يوجد بالفعل العنوان الخارجي في العملة والشبكة المختارة!
Outside Public Address already exists!,Outside Public Address already exists!,¡Ya existe una dirección pública fuera!,عنوان عام خارج موجود بالفعل!
Min Amount,Min Amount,Mínimo,مبلغ دقيقة
Max Amount,Max Amount,Cantidad máxima,كمية كحد أقصى
Limit,Limit,Límite,حد
Transactions Overview,Transactions Overview,Descripción general de las transacciones,نظرة عامة على المعاملات
Available Balance,Available Balance,Saldo disponible,الرصيد المتوفر
Confirm Payment,Confirm Payment,Confirmar pago,تأكيد الدفع
Canceled,Canceled,Cancelado,ألغيت
Reject,Reject,Rechazar,يرفض
Delayed,Delayed,Demorado,تأخير
Booking,Booking,Reserva,الحجز
Logs,Logs,Registro,السجلات
Confirm Payment Logs,Confirm Payment Logs,Confirmar registros de pago,تأكيد سجلات الدفع
On Hold Logs,On Hold Logs,En espera registros,على سجلات الانتظار
Settled Logs,Settled Logs,Registros establecidos,سجلات تسوية
Complete Logs,Complete Logs,Registros completos,سجلات كاملة
Canceled Logs,Canceled Logs,Registros cancelados,سجلات ملغاة
Failed Logs,Failed Logs,Registros fallidos,سجلات فاشلة
Refunded Logs,Refunded Logs,Registros reembolsados,سجلات استرداد
Delayed Logs,Delayed Logs,Registros retrasados,سجلات تأخر
Dashboard,Dashboard,Panel,لوحة القيادة
Parlour,Parlour,Salón,صالون
Setup Area,Setup Area,Área de configuración,منطقة الإعداد
Parlour List,Parlour List,Lista de salones,قائمة صالون
Payment Method,Payment Method,Método de pago,طريقة الدفع او السداد
Phone,Phone,Teléfono,هاتف
Country,Country,País,دولة
State,State,Estado,ولاية
City,City,Ciudad,مدينة
Zip Code,Zip Code,Código postal,الرمز البريدي
Address,Address,DIRECCIÓN,عنوان
Change Password,Change Password,Cambiar la contraseña,تغيير كلمة المرور
Current Password,Current Password,Contraseña actual,كلمة السر الحالية
New Password,New Password,Nueva contraseña,كلمة المرور الجديدة
Confirm Password,Confirm Password,confirmar Contraseña,تأكيد كلمة المرور
Total Users,Total Users,Usuarios totales,إجمالي المستخدمين
Total Parlours,Total Parlours,Salones totales,إجمالي الصالات
Total Bookings,Total Bookings,Reservas Totales,مجموع حجوزات
Active,Active,Activo,نشيط
Inactive,Inactive,Inactivo,غير نشط
Unverified,Unverified,Inconfirmado,لم يتم التحقق منه
Confirmed,Confirmed,Confirmado,مؤكد
Pending,Pending,Pendiente,قيد الانتظار
Total Blog Category,Total Blog Category,Categoría de blog total,إجمالي فئة المدونة
Total Blogs,Total Blogs,Total de blogs,إجمالي المدونات
Total Support Ticket,Total Support Ticket,Boleto de soporte total,إجمالي تذكرة الدعم
Total Booking Money,Total Booking Money,Dinero de reserva total,إجمالي الحجز أموال
This Month,This Month,Este mes,هذا الشهر
Last Month,Last Month,El mes pasado,الشهر الماضي
Total Fees & Charges,Total Fees & Charges,Tarifas y cargos totales,إجمالي الرسوم والرسوم
Booking Analytics,Booking Analytics,Análisis de reserva,الحجز التحليلات
User Analytics,User Analytics,Análisis de usuarios,تحليلات المستخدم
Latest Bookings,Latest Bookings,Últimas reservas,أحدث الحجوزات
Booking ID,Booking ID,ID de reserva,معرف الحجز
Parlour Name,Parlour Name,Nombre de la sala,اسم صالون
Price,Price,Precio,سعر
P. Method,P. Method,P. método,طريقة P.
On Hold,On Hold,En espera,في الانتظار
Settled,Settled,Establecido,تسوية
Completed,Completed,Terminado,مكتمل
Failed,Failed,Fallido,فشل
Refunded,Refunded,Reintegrado,استرداد
View User,View User,Ver usuario,عرض المستخدم
Download,Download,Descargar,تحميل
Type Here,Type Here,Escriba aquí,أكتب هنا
"The password field is required.","The password field is required.","Se requiere el campo de contraseña.","حقل كلمة المرور مطلوب."
Profile successfully updated!,Profile successfully updated!,Perfil actualizado con éxito!,تم تحديث الملف الشخصي بنجاح!
Password successfully updated,Password successfully updated,Contraseña actualizada correctamente,تم تحديث كلمة المرور بنجاح
The password must be at least 6 characters.,The password must be at least 6 characters.,La contraseña debe tener al menos 6 caracteres.,يجب أن تكون كلمة المرور 6 أحرف على الأقل.
Current password didn\'t match,Current password didn\'t match,La contraseña actual no coincidía,كلمة المرور الحالية لم تطابق
Something went wrong! Please try again,Something went wrong! Please try again,¡Algo salió mal! Inténtalo de nuevo,هناك خطأ ما! حاول مرة اخرى
The firstname field is required.,The firstname field is required.,Se requiere el campo Nombre FirstName.,حقل الاسم الأول مطلوب.
The lastname field is required.,The lastname field is required.,Se requiere el campo LastName.,مطلوب حقل الاسم الأخير.
The current password field is required.,The current password field is required.,Se requiere el campo de contraseña actual.,حقل كلمة المرور الحالي مطلوب.
The password field is required.,The password field is required.,Se requiere el campo de contraseña.,حقل كلمة المرور مطلوب.
The name field is required.,The name field is required.,Se requiere el campo de nombre.,حقل الاسم مطلوب.
The email field is required.,The email field is required.,Se requiere el campo de correo electrónico.,حقل البريد الإلكتروني مطلوب.
The message field is required.,The message field is required.,Se requiere el campo de mensaje.,حقل الرسالة مطلوب.
Enable,Enable,Permitir,يُمكَِن
Disable,Disable,Desactivar,إبطال
Country Flag,Country Flag,Bandera del país,علم الدولة
FIAT,FIAT,FÍAT,فيات
Update,Update,Actualizar,تحديث
Parlour Booking Charges,Parlour Booking Charges,Cargos de reserva de salón,تهم حجز صالون
Add Area,Add Area,Añadir área,إضافة المنطقة
Edit Area,Edit Area,Área de edición,تحرير المنطقة
Are you sure to,Are you sure to,¿Estás seguro de,هل أنت متأكد من ذلك
Area Added Successfully,Area Added Successfully,Área agregada con éxito,تمت إضافة المنطقة بنجاح
Area already exists,Area already exists,El área ya existe,المنطقة موجودة بالفعل
Area updated successfully!,Area updated successfully!,Área actualizada con éxito!,تم تحديث المنطقة بنجاح!
Area Deleted Successfully!,Area Deleted Successfully!,Área eliminada con éxito!,تم حذف المنطقة بنجاح!
Area status updated successfully!,Area status updated successfully!,Estado de área actualizado con éxito!,تم تحديث حالة المنطقة بنجاح!
Experience,Experience,Experiencia,خبرة
Add Parlour,Add Parlour,Agregar salón,أضف صالون
Parlour Create,Parlour Create,Salón crea,صالون خلق
Select Area,Select Area,Área seleccionada,حدد المنطقة
Manager Name,Manager Name,Nombre del gerente,اسم المدير
Speciality,Speciality,Especialidad,تخصص
Contact,Contact,Contacto,اتصال
Off Days,Off Days,Días de descanso,خارج أيام
Number Of Dates,Number Of Dates,Número de fechas,عدد التواريخ
Todays Date,Todays Date,Fecha,تاريخ اليوم
Service,Service,Servicio,خدمة
Service Name,Service Name,Nombre del Servicio,اسم الخدمة
Schedule,Schedule,Cronograma,جدول
From Time,From Time,De vez,من وقت
To Time,To Time,Al tiempo,الى وقت
Client,Client,Cliente,عميل
Parlour Lists,Parlour Lists,Listas de salón,قوائم صالون
Write Manager Name,Write Manager Name,Escribir el nombre del gerente,اكتب اسم المدير
Write Experience,Write Experience,Experiencia de escritura,اكتب الخبرة
Write Speciality,Write Speciality,Escribir especialidad,اكتب التخصص
Write Contact,Write Contact,Contacto de escritura,اكتب الاتصال
Write Address,Write Address,Escribir la dirección,كتابة العنوان
Write Off Days,Write Off Days,Creditar días,شطب أيام
Write Service Name,Write Service Name,Escribir el nombre del servicio,اكتب اسم الخدمة
Enter Price,Enter Price,Ingresar precio,أدخل السعر
Max,Max,Máximo,الأعلى
Parlour already exists!,Parlour already exists!,¡La sala ya existe!,صالون موجود بالفعل!
Parlour Created Successfully!,Parlour Created Successfully!,Salón creado con éxito!,ابتكرت صالون بنجاح!
Parlour List Not Exists!,Parlour List Not Exists!,¡La lista de salones no existe!,قائمة صالون لا توجد!
Parlour Updated Successfully!,Parlour Updated Successfully!,Salón actualizado con éxito!,تم تحديث صالون بنجاح!
Parlour list status updated successfully!,Parlour list status updated successfully!,Estado de la lista de salones actualizado correctamente!,تم تحديث حالة قائمة صالون بنجاح!
Parlour list deleted successfully.,Parlour list deleted successfully.,Lista de salones eliminada con éxito.,تم حذف قائمة صالون بنجاح.
this Area?,this Area?,¿esta área?,هذه المنطقة؟
this Parlour?,this Parlour?,este salón?,هذا الصالة؟
Booking Details,Booking Details,Detalles de la reserva,تفاصيل الحجز
Parlour Information,Parlour Information,Información de la sala,معلومات صالون
Service & Schedule Information,Service & Schedule Information,Información de servicio y horario,الخدمة والجدول الزمني المعلومات
Date,Date,Fecha,تاريخ
Serial Number,Serial Number,Número de serie,رقم سري
Payment Information,Payment Information,Información del pago,معلومات الدفع
Booking Number,Booking Number,Número de reserva,رقم الحجز
Service Price,Service Price,Precio de servicio,سعر الخدمة
Total Payable Amount,Total Payable Amount,Monto total por pagar,إجمالي المبلغ المستحق
Progress of Parlour Booking,Progress of Parlour Booking,Progreso de la reserva de salón,تقدم حجز صالون
Booking Status Updated Successfully.,Booking Status Updated Successfully.,Estado de reserva actualizado con éxito.,تم تحديث حالة الحجز بنجاح.
Are you sure to delete this permission?,Are you sure to delete this permission?,¿Estás seguro de eliminar este permiso?,هل أنت متأكد من حذف هذا الإذن؟
